,Cw*0102,Cw*0110,Cw*0202,Cw*0210,Cw*0218,Cw*0302,Cw*0303,Cw*0304,Cw*0305,Cw*0306,Cw*0307,Cw*0308,Cw*0338,Cw*0401,Cw*0403,Cw*0404,Cw*0408,Cw*0501,Cw*0509,Cw*0602,Cw*0701,Cw*0702,Cw*0704,Cw*0705,Cw*0717,Cw*0727,Cw*0801,Cw*0802,Cw*0803,Cw*0804,Cw*0811,Cw*0812,Cw*1202,Cw*1203,Cw*1402,Cw*1403,Cw*1406,Cw*1502,Cw*1504,Cw*1505,Cw*1506,Cw*1509,Cw*1519,Cw*1520,Cw*1601,Cw*1602,Cw*1604,Cw*1700,Cw*1800
B*07,-0.025605553517569855,-0.081143504999119959,-0.92040575927211987,-0.17659103082471328,-0.078525074365075567,-0.32742903840308446,-0.76349648749421806,-0.34156696094122602,-0.27116004283006451,-0.16560672327279369,-0.099316878818243234,-0.071639912516678159,-0.087628877260027785, -1.1197415545466587,-0.073530056373494357,-0.075702975991030375,-0.073487163778781769, 0.58579786519279087,-0.10500132328548543, -1.6130912601782263, 0.83564237217008186,  5.0510033940911985,  -0.331812219900254,-0.090732888855798402, -0.1002323630174751,-0.071415785683146465, -0.3428586790922144,   0.329589986477268,-0.16592473137292246, 0.37227792041505292,-0.080276504373624838,-0.077112612989539017, 0.54271370925265938,-0.30588765368931842,-0.40566428975894092,-0.12774317044463673,-0.077906322330907427,  0.4617574151922304,-0.11668065640842346,  3.4418006402703907,-0.074773482852767179,-0.21005365778256516,-0.075535557338570439,-0.074671661764715486, -1.0849341258967766,-0.28861983682179054, -0.1028476743362563,-0.52226700060046283,-0.42196224908194652
B*08, 0.36821559423306505,-0.049382518772903727,-0.68614159066277391,-0.096269825867167758,-0.046327244908617032,-0.21879274561183604,-0.59855192549136704,  1.3935311430243529,-0.21245080977894776,-0.12785910174754989,-0.059167672503590181,-0.043442596856434507,-0.050362864954961208,-0.55293446562905779,-0.044813288539035219,-0.045028054803183601,-0.044228508733894882, -0.4263012077743672,-0.061298179505544038,-0.37393748619993544,  3.8649561711430178,  2.7085635750574495,-0.21469541675773648,-0.055245744806468967,-0.058423231252082722,-0.046752926970292326,-0.21443684748496408,-0.18749329436166531,-0.086420542643622922, -0.1958218794747891,-0.04758005548195391,-0.045554927856064117,-0.32020018900468272,-0.086768380268941653,-0.26526919343822147,-0.067096762473593821,-0.04963621499241648, -0.3867079749142503,-0.066796565422628351,-0.37930180503308475,-0.044357452119014672,-0.13115594159474711,-0.04455613983984278,-0.044579885593511601,-0.65822562356674996,-0.17279275528795324,-0.075700891506477297,-0.40570174919111485,-0.24670400377986257
B*13,-0.43393045153835491,-0.023805867132732906, 0.23836504704073083,-0.063603432084631026,-0.022128652985231614,-0.10463093441768544, -0.2506861418004806,  1.1925384003161268,-0.10382256331419878,-0.057931460392249098,-0.029144986417385488,-0.020297119947956119,-0.022221039849264851,-0.51436196463360828,-0.020077636106126718,-0.020783817643171623,-0.021133240159561157,-0.34925837625123063,-0.028176273462167369,  3.6518120458805745, -0.6440574779386572,-0.32678850865818343,-0.12748496585429336,-0.025181136786731135,-0.027088156222923786,-0.020659774137941289,-0.13327534940697114,-0.19287648712992039,-0.050668230609128888, 0.75563935403745919,-0.021850092900063633,-0.021634401246230298,-0.12135722668669972,-0.30939461091927378,-0.12097318360058228,-0.046282593740804678,-0.02091363635271765,-0.17905486887993319, -0.0324631693821038,-0.18899017330746379,-0.020386882605200527,-0.060301795424874648,-0.021437664903453751,-0.020612798746497393, -0.4984971571056408,-0.11052048099920837,-0.032352183097179597,-0.19434711154236867,-0.18291077095380703
B*14,-0.78433708159377979,-0.067924613979484821, 0.52884082332743265,-0.11034736697138826,-0.060004191299062253,-0.30946594924858656,-0.62317497891115281,-0.81919727302787881,-0.31199693746275164, -0.1654626981150045,-0.085169286420864201,-0.057307453376580615,-0.064530885591314521, -1.0014037040965946,-0.056113851073305923,-0.057026627478575793,  0.8437045348090817, 0.57327475044589382,-0.072888763866010925,-0.77423487777666533,  -1.118956192954236,-0.79242238410821808, 0.30810330388719792,-0.068865100472372084,-0.071828117385588558,-0.060106942892396792,-0.31647351925283268,  5.9316237948178818,-0.13795196062368631, 0.99165820810780725,-0.05934823828821522,  0.8191487604115324,-0.30619669481869599,-0.62920885723670095,-0.44128396956881272,-0.11792011707848732, 0.83808118860839875,-0.45746643410442028,-0.088393447037813572, 0.19224405339882483,-0.055596822964398336,-0.15440814531215075,-0.056003892252513385,-0.05687751761246921, -0.2516205795700443,-0.23547271383035473,-0.09790791687274307,-0.40108478567108785, 0.36930147238318212
B*15,  2.3351245865040413,-0.27572369661602675,  1.8864597091536783,  3.0170114523906868,-0.23983943972566676, 0.58278199843372469,  2.6534830066581323,  1.5133656878720887,-0.46136580660929483,-0.59352166480769686, 0.31391703231947732,-0.23675542548525844,-0.25051418985438489, 0.44391514820727901, 0.51085254710637262,-0.24615225852828346,-0.25689715676093461,-0.90899651883894572,-0.33794973736138462, -2.1228575052835903,  0.5352267760465218, -1.6542581760179056,  2.4261553540795657,-0.29583438831655245,-0.31979722746875366,-0.24291373304205688,-0.19440062479489045, -1.0341121598031113,-0.51750014816031631,    0.14430765879825,-0.25935606279521251,-0.24657055691652202,-0.73587227431070568,-0.22808205914082608,  2.5159023211340075,-0.35342901943775529,-0.23546062033031606, -1.1832987224042939,-0.35613895827258418,-0.68291324943955367,-0.24447801058870502,-0.61694898943302912,-0.24346816726518442,-0.24320248273136824, -0.6091992062584054,-0.68328427698032213,-0.37395163266541259,-0.61445619607895319,-0.77900293617962613
B*18,-0.40166215219658358,-0.096143724068360456,   0.841706122673341,-0.21221795528793758,-0.088375707303767162, 0.28829926824282859,-0.83380671135550244,-0.97485512310328792,-0.37213286611605501,-0.22183026346381285, -0.1187492864580537,-0.083486673074333551,-0.093014755107328526, -1.2983661664369806,-0.08096347562503857,-0.085490637543254713,-0.087969729638470648,  3.9829218218731315,-0.11202315420972475, -1.4899966669731091,  2.1107202077774532,-0.10726966415155463,  2.0360122337502049,-0.10285081794821101,-0.10926144502472603,-0.086533247246788417,-0.41834604111203327,-0.56420320335337304,-0.19408854224597449,-0.35467787582195548,-0.089741766829908948,-0.094391791654158008,-0.38116403312505132,  3.2747052433670358,-0.44996182484099961,-0.15724772069705506,-0.093255410810446956,-0.58051548446921031,-0.12739956588617501,-0.049951600656543534,-0.083981355260013629,-0.22671735904208906,-0.049986779353462643,-0.08483236355917835,-0.040480410475984205,-0.33397106137525134,-0.13190015248815168,-0.54859408502800289,-0.42195624726610037
B*27,  3.0923812720948902,-0.060454797903941822,  3.7346851865215109,  -0.105160898358756, 0.83702773866990809,-0.19085840049141062,0.030669899428835613,-0.12625833978939618,-0.21957156062858238,-0.12884314967866206,-0.069279970306839578,-0.050058658404657223,-0.056970445787483996,-0.22147748910653897,-0.048510155482459634,-0.049581591859198464,-0.051158344121110193, 0.49876378555094625,-0.064127048022757843, -1.0718360754473473, -1.1081060627007897,-0.70880432515751846, 0.21900430898053741,-0.05911602139235423,-0.062489537272091646,-0.050379763896920074,-0.12858585370177689, 0.29823300963240329, -0.1183109580059674,-0.19921291352462953,-0.051586706984649233,-0.049967313304282793,-0.38906638596757964,-0.70042342417854342,-0.25350440534823171,-0.078834206753942718,-0.050787984814787163,-0.39251513179805808,-0.085088579159017602,-0.32778995889745177,-0.048033324969511508,-0.12806290513154031,-0.048896564541727736,-0.049491749635720131, -0.1798187739942407,-0.17135546188844006,-0.079810105828137162,-0.35223231868394456,-0.32434753795803534
B*35,  1.3862436272654799,-0.20036626728798237,-0.94522522650847041,-0.27406797816194944,-0.17409409383765581,0.048785507789984257, 0.10048877684330836,  1.3886036158406918,   1.125935826133271,-0.58160116571334242,-0.24140045958824627,-0.16982582650574665, -0.1771745844099519,  4.3384812984801675,-0.16311369559707398, 0.53006376707824687,-0.18159728848201101, -1.0838764831786523, -0.2502384842188845,-0.83474277010089604, -1.6614850889725912, 0.77469009153932944,-0.85153460227215583,  1.0638642573220176, 0.41688446168586246,-0.19505201587876775,-0.83792316682115309,-0.77841288971734923,-0.43139804888454486,-0.55653171164855841,-0.18643048318917926,-0.16981102431131553,-0.02276633474480828,  1.5646633718605851,-0.060361736614154768,-0.21817322258499877,-0.16905730504507105, 0.33024294647569158, 0.46632972588371291,-0.80163498995911353, -0.1759395315691907, 0.50272373368953926,-0.17386497717657734,  0.6166668753144795,0.083530738567208371,-0.47976457910564374,-0.35022308538260327,-0.81311794613429578,-0.52739155816660799
B*37, -0.4290427015097058,-0.022186037072659523,-0.24236080740901014,-0.026540933531870398,-0.01846781273669049,-0.071416974838273944,-0.30438878784175039,-0.34651399180515907,-0.12836576056381582,-0.080852447364940058,-0.022451019494459955,-0.017507857918447525,-0.016521622223803444, 0.11556617638014233,-0.01623995527917986,-0.016864491009496236,-0.016389072480336973,-0.18403379030391945,-0.022375476578847829,   2.852573829828545, -0.6869455035979799,-0.34569509658781294,-0.11588333874807213,-0.021991971643900952,-0.021486663516456027,-0.020618100861754942,-0.12350421220558774, 0.70518912744335238,-0.051788335142748373,-0.069546983276775345,-0.017518651121837543,-0.017374903690753802,-0.11564843456459745,-0.28861898721345486,-0.097510627910503717,-0.024430871549822025,-0.017552039657577179,-0.21151008004311542,-0.025740112990564407,-0.14642369702718783,-0.016444451475001069, 0.84246054444240659,-0.016331793491676645,-0.016891028720406341, 0.27719411132387223,-0.061462449140194712,-0.041817174325144327,-0.15996226539907474,-0.077766475553949679
B*38,-0.53670118662756827,-0.041840406476199861,-0.48762669604610043,-0.064324611098586712,-0.033463696783492501,-0.16008886369914446,-0.44036586243312476,-0.55401463743428569, 0.59249812541291436,-0.091571940188769907,-0.044660816278633102,-0.033736424752089857,-0.03606733839018391, 0.20392994597103889,-0.031937678271828605,-0.033163593882385198,-0.032621879018613603, -0.3889682958612829,-0.044066628994345783,0.056495706384718188,-0.99933825852885882, 0.86856099008319987,-0.15382834192686079,-0.03991867733142427,-0.042505368678823284,-0.033455839202335566,-0.19686958028464333, 0.18398836045346567,-0.082363550114188833,-0.14542311427342178,-0.034485824452984634,-0.034748634894509821,-0.19790313948183599,  4.7389551932442933,-0.20504113672709731,-0.05529465248226368,-0.033258615211806092,-0.28100005645207909,-0.050864877909617356,-0.26720104042500553,-0.032175577968463515,-0.095371493784052255,-0.032545168680196565,-0.03313166070008218, 0.15488880973615704,-0.15636131306113007,-0.052970914398150604,-0.30186436057790761,-0.18617537750141316
B*39,0.076156288755910115,-0.098993090812318524,-0.88057271633563294,-0.13874860565920008,-0.072390227955047431,-0.30411169472782851,-0.013843033615430539,  1.2924669374173372,  1.0160877559332167,-0.27334620723604219,-0.11818113532556845,-0.077450267624311425,-0.071954986446658722, 0.85109432008830654,-0.070561111993209871,-0.08067139222874424,-0.079328494453243664,-0.74451801614556679,-0.12653549831154884, -1.2767024657382064, -1.3924229416659268,  4.6053804088356074,-0.41598821832560195,-0.10301285857416695, 0.83376792749980067,-0.078610628424576071,-0.54036096943756728, -0.4530444391196537, 0.53896037543836461,-0.28910269487706081,-0.086145308939523477,-0.073962365204018388,-0.22561312682470927,  2.8643700969312431,-0.35784343348902337,-0.11766514475878169,-0.073994489042815581,-0.61421850509240961,-0.12252487941942103,-0.46423478586396116,-0.080460996005296936,-0.28952319950951561,-0.079629460320624706,-0.079399140138481802,-0.54689957298451708,-0.29689021029204044, -0.1422110396595585,-0.44202055061868484,-0.28459620770329808
B*40, -1.3112677661991765,  1.1229711800933504,  1.5085447557736564,-0.25410321904161154,-0.16805331383978322,0.050400346661662467,-0.92230793753809226,  3.7002896578208317,  3.9297356876827041,  3.6394591993849668,  1.0857623702464689, 0.56302612240893213,-0.16255656752735412, -0.6013108683089734,-0.15719388744169019,-0.080743790877186153,-0.17061991528874762, -1.0923799477518439, -0.2549595166321752, -1.8863549033160534, -1.5457971946462596,-0.21207206137703785,-0.77039302522729469,-0.21740838188647851,-0.23602664696343648, 0.61336139474319307,-0.056229695618230102, 0.11815764933877257,-0.42259491768467428,-0.52849736504704325, -0.1847231013792851,-0.16218485528320592, -0.5477497780242121, -1.1857230895729989,-0.093796755390636824,-0.22534507659164085, -0.1650662215132295,  1.8445547718686397,-0.26872473980736555,-0.35614009635821903,-0.17253527337663527,-0.50647381609593345,-0.17087144796940013,-0.17486560802431655, -1.3393828185338477,0.0093326548688625853,  -0.308820121013264,-0.78616035557305097,-0.48616171417166487
B*41, -0.6840461244703856,-0.036539386384656106,-0.61813833636178528,-0.081260254491279479,-0.033163354565853134,-0.14778140211844029,-0.46671475694179027, -0.5438556751070982, -0.2028589992689869,-0.12944238804333658,-0.047230071898761279,-0.032076904170413478,-0.033762836861140164,-0.76411345871624292,-0.032056186326520249,-0.035688182583196074,-0.032779058093297675,-0.46940298970243349,-0.056164503048248521,   1.354886435085616,  1.6695690438555271,-0.52206838592265914,-0.17756126510176587,-0.046585025916135503,-0.05150376476722137,-0.036036254528000473,-0.23489984975702713, 0.48691412764974601,-0.095502354650188775,-0.13777054945030218,-0.038720023552015946,-0.034091208040706457,-0.13302134660458567,-0.46578574229256392,-0.19778938896903878,-0.058640953704499066,-0.035931316851409462,-0.33967014767915626,-0.057031917290902429,-0.29119835693941115,-0.036071362293184174,-0.13872748441416882,-0.036116295321004549,-0.034787257621389393,-0.53124420340866596,-0.15797756903167237,-0.067211950888292918,  5.0762519710328018,-0.18460273347385733
B*42,-0.24741468404623904,-0.018074415109184273,-0.38606991234617893,-0.066576383735442737,-0.016212783479962883,-0.10504204548572454,-0.14010639449215642,-0.28661789578233865,-0.06206689653297711,-0.03076331965202481,-0.022114354634746335,-0.015725524634283273,-0.016173897937813514,-0.47496188008429441,-0.016534380794322744,-0.015582750246655378,-0.016679821491567621,-0.34429362889968057,-0.018691566744529865,-0.65333678102393811,-0.51549260260129526,-0.18829138855484431,-0.076317478420532742,-0.017858684105578029,-0.018820505437484203,-0.01518122610937938,-0.088577816813898994,-0.16920765706318466,-0.033936213330315518,-0.088692757043536852,-0.016114366830108962,-0.017684521487563248,-0.083189837973203298, -0.1724049111178429,-0.090330774145741116,-0.041941058900715963,-0.017425143460690639,-0.098309454603245153,-0.024604250271946956,-0.18223636899129847,-0.015054653606990541, -0.0318423459063873,-0.016446462727168498, -0.0155929301058409,-0.33402159460167352,-0.099316547054926846,-0.02081258728196806,  5.6145922937163038,-0.17184883801488024
B*44,-0.87447275509715816,-0.22358157272701948,  1.4984376313141885,-0.39745168601965103,-0.21125713589674064, -0.6757575056800823,0.011988021485208328, -1.5009859726413706, -0.7075255098688269,-0.46191812805333055,-0.27593632216194991,-0.19748151987375134,-0.20835698537316807,  1.9721602641231997,-0.20341994878226316, -0.2074865334791732,-0.20469151952953674,  3.8385572006119975,  1.4427575970426278, -1.7261020091738828, 0.30925218711825042, -1.4411936055595007,  2.5441701668797538,-0.24636640543536617,-0.26858836290923555,-0.20121810332949081, -0.7891452923026625,-0.98244990516924702,-0.39871116175011839,-0.66015540705113529,-0.21903693178088482,-0.21883122631720781, 0.17617498939675078, -1.5090219891170966,-0.11019180788645203,  1.9407222547559844,-0.22408431978349461,-0.36755609153791385,-0.30288127779524471,-0.62534721919746572,-0.20581077971671013,-0.45780458411850333,-0.20483061990401255,-0.20488218027379723,  2.6039072010263649,  1.0090284021177347,   2.037262043407599, -0.9521644008833654,-0.71772118310282784
B*45,-0.63728097359955049,-0.039944901614145226, -0.6612914386086749,-0.095200300991742468,-0.036169492065156003,-0.17291595350040806,-0.44190479472868571,-0.076347775183574607,-0.21005951021121316,-0.11585156504286863,-0.053922727799360769,-0.034376614327747877,-0.035154038624451843, -0.1794220216197788,-0.034363687665411299,-0.037290520498970782,-0.037195708206759701,-0.40908054283299045,-0.056287376374738241,  3.0176206538414143,-0.83564235250173446,-0.58686102358919578,-0.24568707865099246,-0.047141087445807084,-0.052589999554291472,-0.036021527158011053,-0.24612450759184135,-0.18469624120921477,-0.094681847909561884,-0.15016107347111665,-0.037583505491573944,-0.036948142778452299,-0.13332753286826168,-0.41991405375300989,-0.20161036723544995,-0.058318143326438233,-0.04345923728420964, -0.3423069616150895,-0.058557301773826273,-0.32972505863902235,-0.037323529832948538,  -0.131706226003137,-0.037180571597363606,-0.036535744025651407,  3.8727122310043529, 0.65914192884564626,-0.059301445541264958, 0.44215455915689611,-0.18416486850461353
B*47,-0.26819986220730729,-0.022615182979414155,-0.27423555514266468,-0.028121787813142153,-0.01315122502458399,-0.046240161716410169,-0.26920479585634488,-0.24423815760485595,-0.059092294670869697,-0.035042614671810454,-0.017207566676175345,-0.015651885179424563,-0.021127295760435785, -0.5056774159882369,-0.01286452446773627,-0.012960457328334974,-0.012871146036561355,-0.091074118183200228,-0.014107148003724651,  1.8516470261200759,  1.6196008515026692,-0.39098468374868245,-0.068826555623780303,-0.014505435912487208,-0.014477544272552054,-0.013551543721260405,-0.093692763325719353, -0.1056560356429924,-0.034354223647392164,-0.064819597045530641,-0.01273672989286337,-0.013443126285209737,-0.09798575624956575,-0.28815434816312546,-0.08031589203224003,-0.019214091915021322,-0.013587020088424334,-0.12076582040194392,-0.016941170695267668,-0.097331100162393311,-0.011831399842760925,-0.029214047195482401,-0.011954634616142438,-0.013396887304926768,-0.34513596656967804,-0.029958018048873446,-0.021220798913262368, 0.61243297038922329,-0.095942461383156014
B*48,-0.036005519547105624,-0.044177299346037979,-0.66116418696393142,-0.072866100268994941,-0.041334800526088504,-0.18141179424661594,-0.59791096948780575,-0.81632706023438351,-0.39651833102868106,-0.22724646884192298,-0.075408966325105367,-0.039666570871125698,-0.040966479755000937, 0.82128797824602884,-0.040167386769256873,-0.043811597516350068,-0.050658290362158916, -0.4025981230675223,-0.067601997999632485,-0.77884460043838544, -1.0977776503752177,-0.83457671277993328,-0.38888978313702871,-0.060786534482473405,-0.062132090094140148,-0.053729314551833697,   5.144838763970176, -0.2748567154502804,  3.3646547730087164,-0.18840861254169272, 0.87755434539058375,-0.042682713760838466,-0.096463568833402416,0.017461788107411842,-0.21899846936075745,-0.060405028060939017,-0.041984029332306966,-0.44948788517094618,-0.066911429038622502,-0.28654700168395969,-0.044694132965186588,-0.18798288580081793,-0.043810384412727145,-0.042701827595038953,-0.39692991997712068,-0.15519507365221888,-0.11463101542831003,-0.27816080780158731,-0.12236751883943647
B*49,-0.48663577723517371,-0.039439311333557853,-0.0034519007915535852,-0.068865417885930882,-0.02917557735261998,-0.11309049797087145,-0.22285963159888922, -0.4917767301888773,-0.13577717125626823,-0.067365538485238796,-0.03975636133841081,-0.029687815704675147, -0.0318595411886217,-0.35549114239843932, -0.0265640596666274,-0.02735760771516484,-0.028636860395348091,-0.22242754484682931,-0.033756167797425504, 0.32034842064176611,  4.3159170904867512,0.026997968205256004,-0.20366750265818356,-0.031719636383972488,-0.033595850033353011,-0.026836287697299017,-0.18509302708532457, -0.2254780539531703,-0.067806555695628615,-0.12501131866564436,-0.028038562147979423,-0.028388982894902659,-0.16114733361036901,-0.37501541196138272,-0.14971112882937665,-0.040821822352837461,-0.034828804638925279,-0.25364742715800631,-0.039984415142977396,-0.26484960549033909,-0.025952356759469164,-0.068327212319329478,-0.026062971070676896,-0.027676145344985578,-0.05916465272355606,-0.08555008053851848,-0.039119964305953436,-0.24530869119870127,  0.6435149764776128
B*50,-0.58011332742158217,-0.024990047621080581, 0.11955371340828516,-0.045054046508144527,-0.022306338704647981,-0.10918688156611818,-0.39137460378143801,-0.48373761006603905, -0.1671516574891197,-0.097173790671277946,-0.036661705407166713,-0.02155292072409435,-0.022920432455906567,  0.3578123168828185,-0.021058244727534019,-0.026253971064542098,-0.022986508778156327, 0.81689097918274245,-0.048949818515026618,  4.2598603448930135,0.057920202219284553,-0.46281307990644061,-0.15918942002619413,-0.035527386248683637,-0.04271697100631585,-0.023021761781917484,-0.21611591884380305,-0.16539619555420113,-0.073517771411168067,-0.093851442044634983,-0.029402383651286924,-0.022153607613577299,-0.074803907471119688,-0.33096764304602899,-0.15872131990503335,-0.03572416055976451, -0.0231231654587617,-0.29283786107394605,-0.042418249125776533,-0.19554111582353409,-0.027189514871574182,-0.12793210824320667,-0.026398285910910983,-0.025112151815340954,-0.40155281378412655,-0.11471177662149702,-0.043501288357587438, -0.1484982637409413,-0.097826087186895561
B*51, -0.1999198431265734,-0.32863846380803341,  1.2867992726725275,-0.37999689145854443,-0.26705820115332229,-0.71898095585707034,-0.20260184092084779,-0.65371053239680987,-0.88639623402218248,-0.55087204414616286,-0.35097977385839962, -0.2083153569819797,-0.26544555622534655,-0.33616460631282746,-0.23749434526494012,-0.26256709202112782,-0.25470698920709628,-0.21858272361501302,-0.37036485921745582, -2.1554187633597941, -1.3055656994794049,-0.95707777575224218,-0.61513536335122154,-0.22024137065431115,-0.34561696785317841,-0.24211815586952709,  2.3171370883011191,  -1.021386457996861,-0.52417848405041567,-0.71707053111342323,-0.27495808341526823,-0.24256706148396215,0.026766698346250305,-0.80336740438344123,  3.0297754034022808,-0.33092864001072086,-0.24733695936143027,  3.1794429106400881,  1.1682023165255506, 0.60120430725839158, 0.46595086027088573,  2.4567214930097454, 0.44614526403806237,-0.26064210248135694,  1.1022208410661936,  3.0209096938695392,-0.36821569701183365,-0.99756914725946433,-0.77908517491904417
B*52,-0.75866789967567927,-0.095740944837257438, -0.8074151690289092,-0.13656105314164732,-0.078339502839103209,-0.33180381195346192,  3.0088878956406067, 0.38754685022622454,-0.45026679398289038, 0.47634810097542063,-0.12888026840606193,-0.076861305900730995,-0.075659915219567553,  0.3996221440969262,-0.071357991485907893,-0.084834460082221674,-0.086728223760237602,-0.74388277138929793, -0.1419378081006529, -1.2289908123038549, -1.5049946484906527, 0.64270785860606439,-0.55449243830528394,-0.10670363742679598,-0.12691542318829094,-0.071278687694235371,-0.52467289399881045,-0.48035746684117542,-0.21040288735756027,-0.30995034173158559,-0.092104523252375184,-0.075540114660083396,  5.1022212726478546,-0.72421361434849962,-0.41742004311621644,-0.11376991574418802,-0.074363445947486659,  2.0754678796151675,-0.13437902145385733, 0.09310527763358209,-0.085534683821325258,-0.30829472649043493,-0.083565409263340551,-0.082605909354711959, 0.29826492002726152,-0.30574764046037461,-0.11448579077874291,-0.41813789621417341,-0.26631230742142836
B*53,-0.61503718056575696,-0.03893313466159417, 0.46423464989221469,-0.095567840838398477,-0.036442138060439382,-0.23624203427725118,-0.32481451543483364,-0.74056990347823215,-0.27307961231772049,-0.079832719760766835,-0.073310900095610879,-0.034276929554134347,-0.037162521214231685,  4.1379928539263648,-0.035265332179132587,-0.034450610492326603,-0.050276363008022781, 0.40864081936484686,-0.042848686286540899,  1.8482544555024991,-0.98635613790127419, -0.6187204871118841,-0.40197133108782546,-0.039974858252762209,-0.04252953939020275,-0.034140827074316045,-0.24042759529697771, 0.28727539776158983,-0.080527285858170039,-0.21561351651078831,-0.035795038527236603,-0.041748571320688578,-0.14476586637348607, -0.4040027708069468,-0.24815781815189875,-0.065381080831996161,-0.036294476551877994,-0.27558800101955638,-0.054295360360929912, 0.94527284650523868,-0.033522045406812223,-0.077221503171231443,-0.033953706367135614,-0.034337484730079929,-0.56601852939716091,-0.14002304139898489,-0.046924170178668546,-0.28943652563711864,  -0.155833032011752
B*54,-0.032801793446734763,-0.0018767490828154485,-0.064683560601497311,-0.0018544118764545099,-0.0017882242421241644,-0.0040416466418519833, 0.80155464233092699,-0.058267464761627467,-0.030210910047940784,-0.019829696413645931,-0.0022028094312195844,-0.0017042067355744568,-0.001772960318221023,-0.057101994820861118,-0.0017331277561331033,-0.0016185547315029987,-0.0017452597448278466,-0.019072207021751001,-0.0017527959180606159,-0.067577732460798845,-0.089593395189638561,-0.080710982420161601,-0.016987032938446493,-0.0026325041862720654,-0.0018087188859979772,-0.0033822872226987712,-0.013826625681170112,-0.0083409785786805867,-0.0076889050986468782,-0.0063430828414974272,-0.0016706716459189679,-0.0018115901103972435,-0.0052066178842385021,-0.047089001257481701,-0.0046949461965759796,-0.00219338241938656,-0.0018003284952026169,-0.031173066284784109,-0.0021601047932800744,-0.011153103971265996,-0.0016249100751903013,-0.0087402673129442464,-0.0016108721828506757,-0.0016252066981537199,-0.040033183914892849,-0.0037331644742720472,-0.0093441176397135034,-0.017902750124928864,-0.0050367377525957812
B*55,   1.660528886753126,-0.039067689205870351,-0.44310603039982588,-0.064301725239719859,-0.044194067678332082,-0.15029052800551165,  4.4486997668463903,  1.2179265380892159,-0.14020041775115227,-0.068850074871012579,-0.04738052357200967,-0.033070408013027151,-0.033915415294660495,-0.20242381944320664,-0.033176105774778586,-0.031739652259591397,-0.035633527823606091,-0.27517038944331768,-0.036094570872161232,-0.76963377965509727,-0.87261007263324142,-0.46015668610852911,-0.29468480554470317,-0.036513028284766429,-0.037024706367598602,-0.033005059781914092,-0.14358687693925329,-0.25853357210297329,-0.072396353049492573, -0.1323901284283909,-0.032436835437255028,-0.033738693910142441,-0.26285967948012318,-0.95820332810010633,-0.20348499986675225,-0.046366208017532176,-0.034795918964165735, 0.49409324096517571, -0.0545730327772544,-0.22809200865953599,-0.030284752862449367,-0.060017128475559331,-0.030736475996190758,-0.031969190275529087,-0.39731268396775254,-0.097959784330783922,-0.047358357831277315,-0.30332936439103303,-0.17857997476672219
B*56,  3.9180317561455817,-0.01130449798668489,-0.22538734713266645,-0.020351934603981707,-0.010884405034646358,-0.055485424903316809,-0.22576343412591554,-0.21882279072364946,-0.047658151448121154,-0.028115057660000966,-0.014688820480716878,-0.010044341595295825,-0.014285358242722063,-0.37898015297348003,-0.010134632019010477,-0.011361326428876002,-0.010202510022843775,-0.15790595272340197,-0.01691400030606658,-0.59569098593643899,0.021428990676917403,-0.25224079453823284,-0.056661688403631873,-0.014218249076096149,-0.016691761920243277,-0.0099697552555250857,-0.068908585621026031,-0.093229022956286808,-0.027495057791892957,-0.05285265076721829,-0.01238032278023936,-0.010463019941057602,-0.095312418508490329,-0.21744541474957252,-0.086968735785602769,-0.016603071142664259,-0.010526897613600971,-0.12287973951367173,-0.01755077688751706,-0.095138297083420476,-0.011425656228256639,-0.043775327520368834,-0.011316301644595704,-0.011043451385428749,-0.27817948274923215,-0.047152713708053781,-0.014551071174805053,-0.10544895736612657,-0.075050400361806949
B*57,-0.42768046553427214,-0.069891017218230059,-0.14663875209678334,-0.16023800384084377,-0.058840692440152997,-0.33600985414500734,-0.57084681830552109,-0.94858772536158809,-0.39123194650535431,-0.14083152639652435,-0.11296063849929085,-0.058236848680464824,-0.062099529977985457,-0.24083417150789027,-0.056897743369887038,-0.057812876148773167,-0.07797921637980347,-0.45142869777936623,-0.076216740191253018,  2.5890295276288628,  2.4757857378967656,-0.92366073258342418,-0.54555909387196599,-0.06772826853406981,-0.072991822591913683,-0.056332107507628244,-0.38050793771565017, 0.54748408175234387,-0.13833983868993177, 0.41694945882293238,-0.060162429723324889,-0.05767273709447044,-0.26516788648602196,-0.029185035023048977,-0.27019867701381545,-0.080949458596111176,-0.060281764130616124,-0.40938198415891663,-0.089087526800022965,-0.44916884661120299,-0.056220545572295721,-0.14494377750273377,-0.056425478980510063,-0.057666018514010223,-0.066350467402309252,-0.18907378982148448,-0.082530098100136728,-0.43219556028371314,  3.4577963415874171
