DOF	RowCount	RowFraction	Column3	logLikelihoodRatio	Pvalue	ln(Pvalue)
1	109	-0.782	-1.564	0.027289778	0.81527792	-0.204226217
1	110	-0.78	-1.56	0.027542287	0.814440787	-0.205253552
1	111	-0.778	-1.556	0.027797133	0.813600003	-0.20628643
1	112	-0.776	-1.552	0.028054336	0.812755555	-0.207324885
1	113	-0.774	-1.548	0.02831392	0.811907428	-0.208368951
1	114	-0.772	-1.544	0.028575905	0.811055608	-0.20941866
1	115	-0.77	-1.54	0.028840315	0.810200082	-0.210474047
1	116	-0.768	-1.536	0.029107171	0.809340835	-0.211535147
1	117	-0.766	-1.532	0.029376497	0.808477853	-0.212601993
1	118	-0.764	-1.528	0.029648314	0.807611122	-0.213674621
1	119	-0.762	-1.524	0.029922646	0.806740629	-0.214753064
1	120	-0.76	-1.52	0.030199517	0.805866358	-0.215837359
1	121	-0.758	-1.516	0.03047895	0.804988297	-0.21692754
1	122	-0.756	-1.512	0.030760968	0.80410643	-0.218023643
1	123	-0.754	-1.508	0.031045596	0.803220743	-0.219125705
1	124	-0.752	-1.504	0.031332857	0.802331223	-0.22023376
1	125	-0.75	-1.5	0.031622777	0.801437855	-0.221347846
1	126	-0.748	-1.496	0.031915379	0.800540624	-0.222467999
1	127	-0.746	-1.492	0.032210688	0.799639517	-0.223594257
1	128	-0.744	-1.488	0.03250873	0.798734519	-0.224726655
1	129	-0.742	-1.484	0.032809529	0.797825616	-0.225865231
1	130	-0.74	-1.48	0.033113112	0.796912794	-0.227010024
1	131	-0.738	-1.476	0.033419504	0.795996038	-0.228161071
1	132	-0.736	-1.472	0.033728731	0.795075334	-0.229318409
1	133	-0.734	-1.468	0.034040819	0.794150667	-0.230482079
1	134	-0.732	-1.464	0.034355795	0.793222023	-0.231652117
1	135	-0.73	-1.46	0.034673685	0.792289389	-0.232828564
1	136	-0.728	-1.456	0.034994517	0.791352748	-0.234011458
1	137	-0.726	-1.452	0.035318317	0.790412088	-0.23520084
1	138	-0.724	-1.448	0.035645113	0.789467392	-0.236396748
1	139	-0.722	-1.444	0.035974934	0.788518648	-0.237599222
1	140	-0.72	-1.44	0.036307805	0.787565841	-0.238808304
1	141	-0.718	-1.436	0.036643757	0.786608955	-0.240024034
1	142	-0.716	-1.432	0.036982818	0.785647978	-0.241246453
1	143	-0.714	-1.428	0.037325016	0.784682893	-0.242475601
1	144	-0.712	-1.424	0.03767038	0.783713687	-0.243711521
1	145	-0.71	-1.42	0.03801894	0.782740345	-0.244954254
1	146	-0.708	-1.416	0.038370725	0.781762852	-0.246203842
1	147	-0.706	-1.412	0.038725764	0.780781195	-0.247460328
1	148	-0.704	-1.408	0.03908409	0.779795358	-0.248723755
1	149	-0.702	-1.404	0.03944573	0.778805328	-0.249994165
1	150	-0.7	-1.4	0.039810717	0.777811088	-0.251271601
1	151	-0.698	-1.396	0.040179081	0.776812626	-0.252556108
1	152	-0.696	-1.392	0.040550854	0.775809926	-0.253847729
1	153	-0.694	-1.388	0.040926066	0.774802975	-0.255146508
1	154	-0.692	-1.384	0.04130475	0.773791756	-0.25645249
1	155	-0.69	-1.38	0.041686938	0.772776257	-0.257765721
1	156	-0.688	-1.376	0.042072663	0.771756461	-0.259086244
1	157	-0.686	-1.372	0.042461956	0.770732356	-0.260414105
1	158	-0.684	-1.368	0.042854852	0.769703925	-0.261749351
1	159	-0.682	-1.364	0.043251383	0.768671156	-0.263092027
1	160	-0.68	-1.36	0.043651583	0.767634032	-0.26444218
1	161	-0.678	-1.356	0.044055486	0.76659254	-0.265799857
1	162	-0.676	-1.352	0.044463127	0.765546666	-0.267165105
1	163	-0.674	-1.348	0.044874539	0.764496394	-0.268537971
1	164	-0.672	-1.344	0.045289758	0.76344171	-0.269918503
1	165	-0.67	-1.34	0.045708819	0.7623826	-0.27130675
1	166	-0.668	-1.336	0.046131757	0.761319049	-0.272702759
1	167	-0.666	-1.332	0.046558609	0.760251043	-0.274106581
1	168	-0.664	-1.328	0.046989411	0.759178567	-0.275518263
1	169	-0.662	-1.324	0.047424199	0.758101607	-0.276937856
1	170	-0.66	-1.32	0.047863009	0.757020149	-0.278365409
1	171	-0.658	-1.316	0.04830588	0.755934177	-0.279800974
1	172	-0.656	-1.312	0.048752849	0.754843679	-0.281244599
1	173	-0.654	-1.308	0.049203954	0.753748638	-0.282696338
1	174	-0.652	-1.304	0.049659232	0.752649042	-0.28415624
1	175	-0.65	-1.3	0.050118723	0.751544875	-0.285624358
1	176	-0.648	-1.296	0.050582466	0.750436123	-0.287100744
1	177	-0.646	-1.292	0.0510505	0.749322773	-0.28858545
1	178	-0.644	-1.288	0.051522864	0.748204809	-0.290078529
1	179	-0.642	-1.284	0.0519996	0.747082218	-0.291580035
1	180	-0.64	-1.28	0.052480746	0.745954985	-0.293090022
1	181	-0.638	-1.276	0.052966344	0.744823097	-0.294608543
1	182	-0.636	-1.272	0.053456436	0.743686538	-0.296135652
1	183	-0.634	-1.268	0.053951062	0.742545296	-0.297671406
1	184	-0.632	-1.264	0.054450265	0.741399355	-0.299215858
1	185	-0.63	-1.26	0.054954087	0.740248702	-0.300769065
1	186	-0.628	-1.256	0.055462571	0.739093323	-0.302331083
1	187	-0.626	-1.252	0.05597576	0.737933204	-0.303901969
1	188	-0.624	-1.248	0.056493697	0.73676833	-0.305481778
1	189	-0.622	-1.244	0.057016427	0.735598688	-0.307070569
1	190	-0.62	-1.24	0.057543994	0.734424265	-0.3086684
1	191	-0.618	-1.236	0.058076442	0.733245046	-0.310275328
1	192	-0.616	-1.232	0.058613816	0.732061017	-0.311891412
1	193	-0.614	-1.228	0.059156163	0.730872165	-0.313516711
1	194	-0.612	-1.224	0.059703529	0.729678476	-0.315151286
1	195	-0.61	-1.22	0.060255959	0.728479937	-0.316795194
1	196	-0.608	-1.216	0.0608135	0.727276533	-0.318448498
1	197	-0.606	-1.212	0.061376201	0.726068252	-0.320111258
1	198	-0.604	-1.208	0.061944108	0.724855079	-0.321783535
1	199	-0.602	-1.204	0.062517269	0.723637002	-0.323465391
1	200	-0.6	-1.2	0.063095734	0.722414007	-0.325156887
1	201	-0.598	-1.196	0.063679552	0.721186081	-0.326858088
1	202	-0.596	-1.192	0.064268772	0.71995321	-0.328569055
1	203	-0.594	-1.188	0.064863443	0.718715381	-0.330289853
1	204	-0.592	-1.184	0.065463617	0.717472582	-0.332020546
1	205	-0.59	-1.18	0.066069345	0.716224797	-0.333761198
1	206	-0.588	-1.176	0.066680677	0.714972017	-0.335511874
1	207	-0.586	-1.172	0.067297666	0.713714227	-0.337272639
1	208	-0.584	-1.168	0.067920363	0.712451414	-0.33904356
1	209	-0.582	-1.164	0.068548823	0.711183565	-0.340824703
1	210	-0.58	-1.16	0.069183097	0.709910669	-0.342616135
1	211	-0.578	-1.156	0.06982324	0.708632711	-0.344417924
1	212	-0.576	-1.152	0.070469307	0.707349681	-0.346230138
1	213	-0.574	-1.148	0.071121351	0.706061564	-0.348052844
1	214	-0.572	-1.144	0.071779429	0.704768349	-0.349886113
1	215	-0.57	-1.14	0.072443596	0.703470023	-0.351730014
1	216	-0.568	-1.136	0.073113908	0.702166575	-0.353584617
1	217	-0.566	-1.132	0.073790423	0.700857992	-0.355449992
1	218	-0.564	-1.128	0.074473197	0.699544261	-0.357326211
1	219	-0.562	-1.124	0.075162289	0.698225372	-0.359213346
1	220	-0.56	-1.12	0.075857758	0.696901312	-0.361111468
1	221	-0.558	-1.116	0.076559661	0.695572069	-0.36302065
1	222	-0.556	-1.112	0.077268059	0.694237633	-0.364940967
1	223	-0.554	-1.108	0.077983011	0.69289799	-0.366872491
1	224	-0.552	-1.104	0.078704579	0.691553131	-0.368815297
1	225	-0.55	-1.1	0.079432823	0.690203042	-0.37076946
1	226	-0.548	-1.096	0.080167806	0.688847714	-0.372735057
1	227	-0.546	-1.092	0.08090959	0.687487135	-0.374712162
1	228	-0.544	-1.088	0.081658237	0.686121294	-0.376700853
1	229	-0.542	-1.084	0.082413812	0.684750181	-0.378701207
1	230	-0.54	-1.08	0.083176377	0.683373783	-0.380713302
1	231	-0.538	-1.076	0.083945999	0.681992092	-0.382737217
1	232	-0.536	-1.072	0.084722741	0.680605096	-0.38477303
1	233	-0.534	-1.068	0.085506671	0.679212784	-0.386820822
1	234	-0.532	-1.064	0.086297855	0.677815147	-0.388880673
1	235	-0.53	-1.06	0.087096359	0.676412174	-0.390952663
1	236	-0.528	-1.056	0.087902252	0.675003856	-0.393036875
1	237	-0.526	-1.052	0.088715601	0.673590182	-0.395133391
1	238	-0.524	-1.048	0.089536477	0.672171143	-0.397242293
1	239	-0.522	-1.044	0.090364947	0.67074673	-0.399363665
1	240	-0.52	-1.04	0.091201084	0.669316931	-0.401497592
1	241	-0.518	-1.036	0.092044957	0.66788174	-0.403644157
1	242	-0.516	-1.032	0.092896639	0.666441145	-0.405803447
1	243	-0.514	-1.028	0.093756201	0.664995139	-0.407975548
1	244	-0.512	-1.024	0.094623716	0.663543713	-0.410160546
1	245	-0.51	-1.02	0.095499259	0.662086857	-0.412358528
1	246	-0.508	-1.016	0.096382902	0.660624563	-0.414569584
1	247	-0.506	-1.012	0.097274722	0.659156823	-0.416793801
1	248	-0.504	-1.008	0.098174794	0.657683629	-0.41903127
1	249	-0.502	-1.004	0.099083194	0.656204973	-0.42128208
1	250	-0.5	-1	0.1	0.654720846	-0.423546323
1	251	-0.498	-0.996	0.100925289	0.653231242	-0.42582409
1	252	-0.496	-0.992	0.101859139	0.651736152	-0.428115473
1	253	-0.494	-0.988	0.10280163	0.65023557	-0.430420566
1	254	-0.492	-0.984	0.103752842	0.648729488	-0.432739462
1	255	-0.49	-0.98	0.104712855	0.6472179	-0.435072256
1	256	-0.488	-0.976	0.105681751	0.645700798	-0.437419043
1	257	-0.486	-0.972	0.106659612	0.644178177	-0.439779919
1	258	-0.484	-0.968	0.107646521	0.642650029	-0.442154981
1	259	-0.482	-0.964	0.108642562	0.641116349	-0.444544327
1	260	-0.48	-0.96	0.10964782	0.639577131	-0.446948054
1	261	-0.478	-0.956	0.110662378	0.638032369	-0.449366262
1	262	-0.476	-0.952	0.111686325	0.636482058	-0.45179905
1	263	-0.474	-0.948	0.112719746	0.634926192	-0.45424652
1	264	-0.472	-0.944	0.113762729	0.633364766	-0.456708772
1	265	-0.47	-0.94	0.114815362	0.631797777	-0.45918591
1	266	-0.468	-0.936	0.115877736	0.630225218	-0.461678035
1	267	-0.466	-0.932	0.116949939	0.628647085	-0.464185253
1	268	-0.464	-0.928	0.118032064	0.627063375	-0.466707667
1	269	-0.462	-0.924	0.119124201	0.625474084	-0.469245382
1	270	-0.46	-0.92	0.120226443	0.623879208	-0.471798507
1	271	-0.458	-0.916	0.121338885	0.622278743	-0.474367147
1	272	-0.456	-0.912	0.12246162	0.620672687	-0.47695141
1	273	-0.454	-0.908	0.123594743	0.619061036	-0.479551406
1	274	-0.452	-0.904	0.124738351	0.617443789	-0.482167245
1	275	-0.45	-0.9	0.125892541	0.615820942	-0.484799036
1	276	-0.448	-0.896	0.127057411	0.614192494	-0.487446892
1	277	-0.446	-0.892	0.128233058	0.612558443	-0.490110925
1	278	-0.444	-0.888	0.129419584	0.610918786	-0.492791248
1	279	-0.442	-0.884	0.130617089	0.609273524	-0.495487975
1	280	-0.44	-0.88	0.131825674	0.607622655	-0.498201223
1	281	-0.438	-0.876	0.133045442	0.605966179	-0.500931105
1	282	-0.436	-0.872	0.134276496	0.604304094	-0.503677741
1	283	-0.434	-0.868	0.135518941	0.602636401	-0.506441247
1	284	-0.432	-0.864	0.136772883	0.600963101	-0.509221742
1	285	-0.43	-0.86	0.138038426	0.599284193	-0.512019347
1	286	-0.428	-0.856	0.13931568	0.597599679	-0.514834182
1	287	-0.426	-0.852	0.140604752	0.59590956	-0.517666369
1	288	-0.424	-0.848	0.141905752	0.594213836	-0.520516031
1	289	-0.422	-0.844	0.14321879	0.592512511	-0.523383291
1	290	-0.42	-0.84	0.144543977	0.590805586	-0.526268273
1	291	-0.418	-0.836	0.145881426	0.589093063	-0.529171105
1	292	-0.416	-0.832	0.14723125	0.587374946	-0.532091913
1	293	-0.414	-0.828	0.148593564	0.585651238	-0.535030824
1	294	-0.412	-0.824	0.149968484	0.583921942	-0.537987967
1	295	-0.41	-0.82	0.151356125	0.582187061	-0.540963472
1	296	-0.408	-0.816	0.152756606	0.580446601	-0.54395747
1	297	-0.406	-0.812	0.154170045	0.578700565	-0.546970094
1	298	-0.404	-0.808	0.155596563	0.576948959	-0.550001475
1	299	-0.402	-0.804	0.15703628	0.575191788	-0.553051749
1	300	-0.4	-0.8	0.158489319	0.573429058	-0.55612105
1	301	-0.398	-0.796	0.159955803	0.571660775	-0.559209515
1	302	-0.396	-0.792	0.161435856	0.569886941	-0.562317287
1	303	-0.394	-0.788	0.162929603	0.568107571	-0.565444493
1	304	-0.392	-0.784	0.164437172	0.566322668	-0.568591279
1	305	-0.39	-0.78	0.165958691	0.56453224	-0.571757785
1	306	-0.388	-0.776	0.167494288	0.562736295	-0.574944154
1	307	-0.386	-0.772	0.169044093	0.560934841	-0.578150528
1	308	-0.384	-0.768	0.170608239	0.559127888	-0.581377052
1	309	-0.382	-0.764	0.172186857	0.557315445	-0.584623871
1	310	-0.38	-0.76	0.173780083	0.555497521	-0.587891132
1	311	-0.378	-0.756	0.17538805	0.553674127	-0.591178984
1	312	-0.376	-0.752	0.177010896	0.551845273	-0.594487574
1	313	-0.374	-0.748	0.178648757	0.550010971	-0.597817054
1	314	-0.372	-0.744	0.180301774	0.548171231	-0.601167575
1	315	-0.37	-0.74	0.181970086	0.546326067	-0.60453929
1	316	-0.368	-0.736	0.183653834	0.54447549	-0.607932352
1	317	-0.366	-0.732	0.185353162	0.542619512	-0.611346918
1	318	-0.364	-0.728	0.187068214	0.540758149	-0.614783145
1	319	-0.362	-0.724	0.188799135	0.538891413	-0.618241189
1	320	-0.36	-0.72	0.190546072	0.537019319	-0.62172121
1	321	-0.358	-0.716	0.192309173	0.535141881	-0.625223369
1	322	-0.356	-0.712	0.194088588	0.533259115	-0.628747828
1	323	-0.354	-0.708	0.195884467	0.531371038	-0.632294749
1	324	-0.352	-0.704	0.197696964	0.529477664	-0.635864299
1	325	-0.35	-0.7	0.199526231	0.527579011	-0.639456641
1	326	-0.348	-0.696	0.201372425	0.525675096	-0.643071945
1	327	-0.346	-0.692	0.203235701	0.523765938	-0.646710378
1	328	-0.344	-0.688	0.205116218	0.521851554	-0.650372111
1	329	-0.342	-0.684	0.207014135	0.519931964	-0.654057315
1	330	-0.34	-0.68	0.208929613	0.518007187	-0.657766163
1	331	-0.338	-0.676	0.210862815	0.516077243	-0.66149883
1	332	-0.336	-0.672	0.212813905	0.514142152	-0.665255491
1	333	-0.334	-0.668	0.214783047	0.512201936	-0.669036325
1	334	-0.332	-0.664	0.21677041	0.510256617	-0.672841509
1	335	-0.33	-0.66	0.218776162	0.508306217	-0.676671224
1	336	-0.328	-0.656	0.220800473	0.506350758	-0.680525653
1	337	-0.326	-0.652	0.222843515	0.504390264	-0.684404977
1	338	-0.324	-0.648	0.224905461	0.502424759	-0.688309383
1	339	-0.322	-0.644	0.226986485	0.500454268	-0.692239056
1	340	-0.32	-0.64	0.229086765	0.498478816	-0.696194185
1	341	-0.318	-0.636	0.231206479	0.496498429	-0.70017496
1	342	-0.316	-0.632	0.233345806	0.494513133	-0.70418157
1	343	-0.314	-0.628	0.235504928	0.492522955	-0.708214211
1	344	-0.312	-0.624	0.237684029	0.490527923	-0.712273074
1	345	-0.31	-0.62	0.239883292	0.488528065	-0.716358358
1	346	-0.308	-0.616	0.242102905	0.48652341	-0.720470259
1	347	-0.306	-0.612	0.244343055	0.484513988	-0.724608977
1	348	-0.304	-0.608	0.246603934	0.482499829	-0.728774713
1	349	-0.302	-0.604	0.248885732	0.480480963	-0.73296767
1	350	-0.3	-0.6	0.251188643	0.478457423	-0.737188051
1	351	-0.298	-0.596	0.253512863	0.476429241	-0.741436065
1	352	-0.296	-0.592	0.255858589	0.474396449	-0.745711917
1	353	-0.294	-0.588	0.258226019	0.47235908	-0.750015819
1	354	-0.292	-0.584	0.260615355	0.47031717	-0.754347982
1	355	-0.29	-0.58	0.263026799	0.468270753	-0.758708618
1	356	-0.288	-0.576	0.265460556	0.466219865	-0.763097943
1	357	-0.286	-0.572	0.267916832	0.464164541	-0.767516175
1	358	-0.284	-0.568	0.270395836	0.46210482	-0.771963531
1	359	-0.282	-0.564	0.272897778	0.460040738	-0.776440233
1	360	-0.28	-0.56	0.27542287	0.457972334	-0.780946502
1	361	-0.278	-0.556	0.277971327	0.455899648	-0.785482564
1	362	-0.276	-0.552	0.280543364	0.453822719	-0.790048645
1	363	-0.274	-0.548	0.2831392	0.451741587	-0.794644972
1	364	-0.272	-0.544	0.285759054	0.449656295	-0.799271777
1	365	-0.27	-0.54	0.28840315	0.447566884	-0.803929291
1	366	-0.268	-0.536	0.291071712	0.445473397	-0.808617749
1	367	-0.266	-0.532	0.293764965	0.443375878	-0.813337386
1	368	-0.264	-0.528	0.296483139	0.44127437	-0.818088442
1	369	-0.262	-0.524	0.299226464	0.43916892	-0.822871155
1	370	-0.26	-0.52	0.301995172	0.437059573	-0.827685769
1	371	-0.258	-0.516	0.304789499	0.434946369	-0.832532545
1	372	-0.256	-0.512	0.307609681	0.432829369	-0.837411696
1	373	-0.254	-0.508	0.310455959	0.430708614	-0.842323488
1	374	-0.252	-0.504	0.313328572	0.428584153	-0.84726817
1	375	-0.25	-0.5	0.316227766	0.426456037	-0.852245996
1	376	-0.248	-0.496	0.319153786	0.424324316	-0.85725722
1	377	-0.246	-0.492	0.322106879	0.422189041	-0.862302101
1	378	-0.244	-0.488	0.325087297	0.420050265	-0.867380897
1	379	-0.242	-0.484	0.328095293	0.41790804	-0.87249387
1	380	-0.24	-0.48	0.331131121	0.415762421	-0.877641285
1	381	-0.238	-0.476	0.33419504	0.413613463	-0.882823406
1	382	-0.236	-0.472	0.337287309	0.41146122	-0.888040504
1	383	-0.234	-0.468	0.34040819	0.409305749	-0.893292849
1	384	-0.232	-0.464	0.343557948	0.407147108	-0.898580714
1	385	-0.23	-0.46	0.34673685	0.404985354	-0.903904375
1	386	-0.228	-0.456	0.349945167	0.402820547	-0.909264109
1	387	-0.226	-0.452	0.35318317	0.400652746	-0.914660198
1	388	-0.224	-0.448	0.356451133	0.398482011	-0.920092923
1	389	-0.222	-0.444	0.359749335	0.396308405	-0.925562571
1	390	-0.22	-0.44	0.363078055	0.394131989	-0.931069429
1	391	-0.218	-0.436	0.366437575	0.391952827	-0.936613787
1	392	-0.216	-0.432	0.36982818	0.389770982	-0.942195938
1	393	-0.214	-0.428	0.373250158	0.38758652	-0.947816178
1	394	-0.212	-0.424	0.376703799	0.385399507	-0.953474803
1	395	-0.21	-0.42	0.380189396	0.383210008	-0.959172116
1	396	-0.208	-0.416	0.383707245	0.381018092	-0.964908419
1	397	-0.206	-0.412	0.387257645	0.378823828	-0.970684017
1	398	-0.204	-0.408	0.390840896	0.376627283	-0.976499219
1	399	-0.202	-0.404	0.394457302	0.374428529	-0.982354337
1	400	-0.2	-0.4	0.398107171	0.372227637	-0.988249684
1	401	-0.198	-0.396	0.401790811	0.370024679	-0.994185576
1	402	-0.196	-0.392	0.405508535	0.367819727	-1.000162333
1	403	-0.194	-0.388	0.40926066	0.365612855	-1.006180278
1	404	-0.192	-0.384	0.413047502	0.363404138	-1.012239735
1	405	-0.19	-0.38	0.416869383	0.361193652	-1.018341032
1	406	-0.188	-0.376	0.420726628	0.358981473	-1.024484499
1	407	-0.186	-0.372	0.424619564	0.356767678	-1.030670471
1	408	-0.184	-0.368	0.42854852	0.354552345	-1.036899284
1	409	-0.182	-0.364	0.432513831	0.352335555	-1.043171277
1	410	-0.18	-0.36	0.436515832	0.350117386	-1.049486793
1	411	-0.178	-0.356	0.440554864	0.34789792	-1.055846177
1	412	-0.176	-0.352	0.444631267	0.345677238	-1.062249778
1	413	-0.174	-0.348	0.44874539	0.343455424	-1.068697947
1	414	-0.172	-0.344	0.45289758	0.34123256	-1.075191039
1	415	-0.17	-0.34	0.45708819	0.339008733	-1.081729412
1	416	-0.168	-0.336	0.461317575	0.336784026	-1.088313427
1	417	-0.166	-0.332	0.465586094	0.334558527	-1.094943448
1	418	-0.164	-0.328	0.469894109	0.332332322	-1.101619842
1	419	-0.162	-0.324	0.474241985	0.3301055	-1.10834298
1	420	-0.16	-0.32	0.478630092	0.327878149	-1.115113235
1	421	-0.158	-0.316	0.483058802	0.325650361	-1.121930986
1	422	-0.156	-0.312	0.48752849	0.323422225	-1.128796612
1	423	-0.154	-0.308	0.492039536	0.321193821	-1.135710536
1	424	-0.152	-0.304	0.496592321	0.318965264	-1.142673071
1	425	-0.15	-0.3	0.501187234	0.316736937	-1.149683701
1	426	-0.148	-0.296	0.505824662	0.314508315	-1.156744766
1	427	-0.146	-0.292	0.510505	0.312279813	-1.163855656
1	428	-0.144	-0.288	0.515228645	0.310051528	-1.171016774
1	429	-0.142	-0.284	0.519995997	0.307823625	-1.178228307
1	430	-0.14	-0.28	0.52480746	0.305596061	-1.185491111
1	431	-0.138	-0.276	0.529663444	0.303369008	-1.192805368
1	432	-0.136	-0.272	0.534564359	0.301142564	-1.200171492
1	433	-0.134	-0.268	0.539510623	0.29891683	-1.207589904
1	434	-0.132	-0.264	0.544502653	0.29669197	-1.215060815
1	435	-0.13	-0.26	0.549540874	0.294467956	-1.222585089
1	436	-0.128	-0.256	0.554625713	0.292244958	-1.230162931
1	437	-0.126	-0.252	0.559757601	0.290023079	-1.237794776
1	438	-0.124	-0.248	0.564936975	0.287802424	-1.245481062
1	439	-0.122	-0.244	0.570164272	0.285583158	-1.253222022
1	440	-0.12	-0.24	0.575439937	0.283365262	-1.261018534
1	441	-0.118	-0.236	0.580764418	0.281148908	-1.268870827
1	442	-0.116	-0.232	0.586138165	0.278934204	-1.276779354
1	443	-0.114	-0.228	0.591561634	0.276721257	-1.284744573
1	444	-0.112	-0.224	0.597035287	0.274510233	-1.292766738
1	445	-0.11	-0.22	0.602559586	0.272301125	-1.300846748
1	446	-0.108	-0.216	0.608135001	0.270094103	-1.308984849
1	447	-0.106	-0.212	0.613762005	0.26788928	-1.317181518
1	448	-0.104	-0.208	0.619441075	0.265686767	-1.325437234
1	449	-0.102	-0.204	0.625172693	0.263486732	-1.333752267
1	450	-0.1	-0.2	0.630957344	0.261289173	-1.342127544
1	451	-0.098	-0.196	0.636795521	0.259094264	-1.35056333
1	452	-0.096	-0.192	0.642687717	0.25690212	-1.359060123
1	453	-0.094	-0.188	0.648634434	0.254712856	-1.367618423
1	454	-0.092	-0.184	0.654636174	0.252526588	-1.376238738
1	455	-0.09	-0.18	0.660693448	0.250343483	-1.384921371
1	456	-0.088	-0.176	0.666806769	0.248163554	-1.39366726
1	457	-0.086	-0.172	0.672976656	0.245986972	-1.402476706
1	458	-0.084	-0.168	0.679203633	0.243813855	-1.411350233
1	459	-0.082	-0.164	0.685488226	0.241644324	-1.420288371
1	460	-0.08	-0.16	0.691830971	0.239478496	-1.429291653
1	461	-0.078	-0.156	0.698232404	0.23731654	-1.438360417
1	462	-0.076	-0.152	0.704693069	0.235158478	-1.447495619
1	463	-0.074	-0.148	0.711213514	0.233004481	-1.456697594
1	464	-0.072	-0.144	0.717794291	0.230854671	-1.465966895
1	465	-0.07	-0.14	0.72443596	0.228709171	-1.47530408
1	466	-0.068	-0.136	0.731139083	0.226568101	-1.484709712
1	467	-0.066	-0.132	0.73790423	0.22443163	-1.494184162
1	468	-0.064	-0.128	0.744731974	0.222299788	-1.503728411
1	469	-0.062	-0.124	0.751622894	0.220172747	-1.513342827
1	470	-0.06	-0.12	0.758577575	0.218050631	-1.523027993
1	471	-0.058	-0.116	0.765596607	0.215933563	-1.532784499
1	472	-0.056	-0.112	0.772680585	0.213821668	-1.542612938
1	473	-0.054	-0.108	0.779830111	0.211715071	-1.552513911
1	474	-0.052	-0.104	0.78704579	0.209613937	-1.562487834
1	475	-0.05	-0.1	0.794328235	0.207518309	-1.572535706
1	476	-0.048	-0.096	0.801678063	0.205428355	-1.582657944
1	477	-0.046	-0.092	0.809095899	0.2033442	-1.592855167
1	478	-0.044	-0.088	0.816582371	0.201265971	-1.603128005
1	479	-0.042	-0.084	0.824138115	0.199193794	-1.61347709
1	480	-0.04	-0.08	0.831763771	0.197127832	-1.623902865
1	481	-0.038	-0.076	0.839459987	0.195068134	-1.634406378
1	482	-0.036	-0.072	0.847227414	0.193014865	-1.644988071
1	483	-0.034	-0.068	0.855066713	0.190968154	-1.6556486
1	484	-0.032	-0.064	0.862978548	0.188928125	-1.666388628
1	485	-0.03	-0.06	0.87096359	0.186894905	-1.677208823
1	486	-0.028	-0.056	0.879022517	0.184868622	-1.68810986
1	487	-0.026	-0.052	0.887156012	0.182849399	-1.699092419
1	488	-0.024	-0.048	0.895364766	0.180837398	-1.710157005
1	489	-0.022	-0.044	0.903649474	0.178832675	-1.721304686
1	490	-0.02	-0.04	0.912010839	0.176835392	-1.732535967
1	491	-0.018	-0.036	0.920449572	0.174845674	-1.743851554
1	492	-0.016	-0.032	0.928966387	0.172863648	-1.75525216
1	493	-0.014	-0.028	0.937562007	0.170889436	-1.766738502
1	494	-0.012	-0.024	0.946237161	0.168923166	-1.778311306
1	495	-0.01	-0.02	0.954992586	0.166964992	-1.789971119
1	496	-0.008	-0.016	0.963829024	0.165014974	-1.80171906
1	497	-0.006	-0.012	0.972747224	0.163073269	-1.813555678
1	498	-0.004	-0.008	0.981747943	0.161140001	-1.825481723
1	499	-0.002	-0.004	0.990831945	0.159215292	-1.837497957
1	500	0	0	1	0.157299265	-1.849605143
1	501	0.002	0.004	1.009252886	0.155392042	-1.861804054
1	502	0.004	0.008	1.018591388	0.153493744	-1.874095472
1	503	0.006	0.012	1.028016298	0.151604491	-1.886480181
1	504	0.008	0.016	1.037528416	0.14972443	-1.898958807
1	505	0.01	0.02	1.047128548	0.147853627	-1.911532502
1	506	0.012	0.024	1.056817509	0.145992228	-1.924201892
1	507	0.014	0.028	1.066596121	0.144140351	-1.936967794
1	508	0.016	0.032	1.076465214	0.142298113	-1.949831032
1	509	0.018	0.036	1.086425624	0.140465631	-1.962792436
1	510	0.02	0.04	1.096478196	0.138643021	-1.975852846
1	511	0.022	0.044	1.106623784	0.136830396	-1.989013107
1	512	0.024	0.048	1.116863248	0.135027894	-2.002273902
1	513	0.026	0.052	1.127197456	0.133235579	-2.015636448
1	514	0.028	0.056	1.137627286	0.131453588	-2.029101431
1	515	0.03	0.06	1.148153621	0.129682033	-2.042669728
1	516	0.032	0.064	1.158777356	0.127921021	-2.056342227
1	517	0.034	0.068	1.169499391	0.126170663	-2.07011982
1	518	0.036	0.072	1.180320636	0.124431065	-2.08400341
1	519	0.038	0.076	1.191242008	0.122702334	-2.097993908
1	520	0.04	0.08	1.202264435	0.120984574	-2.112092233
1	521	0.042	0.084	1.21338885	0.119277888	-2.126299311
1	522	0.044	0.088	1.224616199	0.117582399	-2.14061592
1	523	0.046	0.092	1.235947433	0.115898168	-2.155043331
1	524	0.048	0.096	1.247383514	0.114225315	-2.169582329
1	525	0.05	0.1	1.258925412	0.112563939	-2.184233876
1	526	0.052	0.104	1.270574105	0.110914134	-2.198998941
1	527	0.054	0.108	1.282330583	0.109275998	-2.213878506
1	528	0.056	0.112	1.294195841	0.107649623	-2.228873557
1	529	0.058	0.116	1.306170888	0.106035101	-2.243985094
1	530	0.06	0.12	1.318256739	0.104432524	-2.259214122
1	531	0.062	0.124	1.330454418	0.102841978	-2.274561659
1	532	0.064	0.128	1.342764961	0.101263568	-2.290028576
1	533	0.066	0.132	1.355189412	0.099697346	-2.305616225
